,DateTime,Ask
107,2013-01-07,2.47
108,2013-01-08,2.44
109,2013-01-09,2.44
110,2013-01-10,2.38
111,2013-01-11,2.2
112,2013-01-14,2.23
113,2013-01-15,2.24
114,2013-01-16,2.22
115,2013-01-17,2.21
116,2013-01-18,2.21
117,2013-01-21,2.17
118,2013-01-22,2.19
119,2013-01-23,2.18
120,2013-01-24,2.18
121,2013-01-25,2.18
122,2013-01-28,2.14
123,2013-01-29,2.16
124,2013-01-30,2.15
125,2013-01-31,2.15
126,2013-02-01,2.14
127,2013-02-04,2.14
128,2013-02-05,2.12
129,2013-02-06,2.1
130,2013-02-07,2.1
131,2013-02-08,2.08
132,2013-02-12,2.08
133,2013-02-13,2.37
134,2013-02-14,2.39
135,2013-02-15,2.16
136,2013-02-18,2.43
137,2013-02-19,2.43
138,2013-02-20,2.44
139,2013-02-21,2.43
140,2013-02-22,2.45
141,2013-02-25,2.48
142,2013-02-26,2.44
143,2013-02-27,2.45
144,2013-02-28,2.42
145,2013-03-04,2.4
146,2013-03-05,2.42
147,2013-03-06,2.45
148,2013-03-07,2.44
149,2013-03-08,2.46
150,2013-03-11,2.47
151,2013-03-12,2.49
152,2013-03-13,2.5
153,2013-03-14,2.5
154,2013-03-15,2.21
155,2013-03-18,2.46
156,2013-03-19,2.46
157,2013-03-20,2.45
158,2013-03-21,2.43
159,2013-03-22,2.39
160,2013-03-25,2.41
161,2013-03-26,2.41
162,2013-03-27,2.41
163,2013-03-28,2.31
164,2013-03-29,2.32
165,2013-04-01,2.3
166,2013-04-02,2.3
167,2013-04-03,2.3
168,2013-04-04,1.9
169,2013-04-05,1.8
170,2013-04-08,1.53
171,2013-04-09,1.86
172,2013-04-10,1.81
173,2013-04-11,1.91
174,2013-04-12,1.89
175,2013-04-15,1.84
176,2013-04-16,1.84
177,2013-04-17,1.79
178,2013-04-18,1.78
179,2013-04-19,1.85
180,2013-04-22,1.83
181,2013-04-23,1.8
182,2013-04-24,1.74
183,2013-04-25,1.7
184,2013-04-26,1.61
185,2013-04-29,1.56
186,2013-04-30,1.58
187,2013-05-02,1.61
188,2013-05-03,1.7
189,2013-05-06,1.7
190,2013-05-07,1.59
191,2013-05-08,1.68
192,2013-05-09,1.67
193,2013-05-10,1.65
194,2013-05-13,1.65
195,2013-05-14,1.67
196,2013-05-15,1.67
197,2013-05-16,1.66
198,2013-05-20,1.9
199,2013-05-21,1.92
200,2013-05-22,1.9
201,2013-05-23,1.84
202,2013-05-24,1.83
203,2013-05-27,1.85
204,2013-05-28,1.86
205,2013-05-29,1.86
206,2013-05-30,1.89
207,2013-05-31,1.98
208,2013-06-03,1.98
209,2013-06-04,1.99
210,2013-06-05,1.99
211,2013-06-07,1.99
212,2013-06-10,1.99
213,2013-06-11,1.92
214,2013-06-12,1.9
215,2013-06-13,1.84
216,2013-06-14,1.92
217,2013-06-17,1.9
218,2013-06-18,1.87
219,2013-06-19,1.83
220,2013-06-20,1.68
221,2013-06-21,1.73
222,2013-06-24,1.69
223,2013-06-25,1.74
224,2013-06-26,1.79
225,2013-06-27,1.81
226,2013-06-28,1.9
227,2013-07-01,1.87
228,2013-07-02,1.87
229,2013-07-03,1.92
230,2013-07-04,1.92
231,2013-07-05,1.92
232,2013-07-08,1.88
233,2013-07-09,1.93
234,2013-07-10,1.93
235,2013-07-11,1.96
236,2013-07-12,1.92
237,2013-07-15,1.93
238,2013-07-16,1.95
239,2013-07-17,1.95
240,2013-07-18,1.93
241,2013-07-19,1.95
242,2013-07-22,1.97
243,2013-07-23,2
244,2013-07-24,2.02
245,2013-07-25,2.05
246,2013-07-26,2.06
247,2013-07-29,2.1
248,2013-07-30,2.07
249,2013-07-31,2.04
250,2013-08-01,2.03
251,2013-08-02,2.03
252,2013-08-05,2.02
253,2013-08-06,2.02
254,2013-08-07,2.4
255,2013-08-08,2.4
256,2013-08-09,2.1
257,2013-08-12,2.14
258,2013-08-13,2.13
259,2013-08-14,2.1
260,2013-08-16,2.14
261,2013-08-19,2.17
262,2013-08-20,2.14
263,2013-08-21,2.19
264,2013-08-22,2.21
265,2013-08-23,2.24
266,2013-08-26,2.27
267,2013-08-27,2.27
268,2013-08-28,2.27
269,2013-08-29,2.01
270,2013-08-30,2.02
271,2013-09-02,1.97
272,2013-09-03,2.27
273,2013-09-04,2.32
274,2013-09-05,2.38
275,2013-09-06,2.39
276,2013-09-09,2.38
277,2013-09-10,2.4
278,2013-09-11,2.42
279,2013-09-12,2.42
280,2013-09-13,2.44
281,2013-09-16,2.45
282,2013-09-17,2.44
283,2013-09-23,2.45
284,2013-09-24,2.44
285,2013-09-25,2.46
286,2013-09-26,2.5
287,2013-09-27,2.47
288,2013-09-30,2.43
289,2013-10-01,2.43
290,2013-10-02,2.46
291,2013-10-04,2.48
292,2013-10-07,2.47
293,2013-10-08,2.45
294,2013-10-10,2.45
295,2013-10-11,2.45
296,2013-10-14,2.49
297,2013-10-15,2.49
298,2013-10-16,2.49
299,2013-10-17,2.5
300,2013-10-18,2.49
301,2013-10-21,2.47
302,2013-10-22,2.47
303,2013-10-23,2.48
304,2013-10-24,2.46
305,2013-10-25,2.46
306,2013-10-28,2.46
307,2013-10-29,2.51
308,2013-10-30,2.5
309,2013-10-31,2.49
310,2013-11-01,2.46
311,2013-11-04,2.44
312,2013-11-05,2.42
313,2013-11-06,2.42
314,2013-11-07,2.43
315,2013-11-08,2.4
316,2013-11-11,2.39
317,2013-11-12,2.4
318,2013-11-13,2.39
319,2013-11-14,2.39
320,2013-11-15,2.34
321,2013-11-18,2.34
322,2013-11-19,2.34
323,2013-11-20,2.42
324,2013-11-21,2.38
325,2013-11-22,2.38
326,2013-11-25,2.38
327,2013-11-26,2.41
328,2013-11-27,2.39
329,2013-11-28,2.39
330,2013-11-29,2.37
331,2013-12-02,2.37
332,2013-12-03,2.34
333,2013-12-04,2.32
334,2013-12-05,2.29
335,2013-12-06,2.3
336,2013-12-09,2.32
337,2013-12-10,2.34
338,2013-12-11,2.27
339,2013-12-12,2.3
340,2013-12-13,2.29
341,2013-12-16,2.27
342,2013-12-17,2.27
343,2013-12-18,2.21
344,2013-12-19,2.19
345,2013-12-20,2.22
346,2013-12-23,2.29
347,2013-12-24,2.31
348,2013-12-26,2.29
349,2013-12-27,2.32
350,2013-12-30,2.32
351,2014-01-02,2.31
352,2014-01-03,2.31
353,2014-01-06,2.27
354,2014-01-07,2.24
355,2014-01-08,2.16
356,2014-01-09,2.2
357,2014-01-10,2.25
358,2014-01-13,2.27
359,2014-01-14,2.28
360,2014-01-15,2.25
361,2014-01-16,2.25
362,2014-01-17,2.25
363,2014-01-20,2.25
364,2014-01-21,2.28
365,2014-01-22,2.27
366,2014-01-23,2.27
367,2014-01-24,2.23
368,2014-01-27,2.23
369,2014-01-28,2.16
370,2014-01-29,2.2
371,2014-02-03,2.13
372,2014-02-04,2.13
373,2014-02-05,2.17
374,2014-02-06,2.18
375,2014-02-07,2.17
376,2014-02-10,2.2
377,2014-02-11,2.2
378,2014-02-12,2.26
379,2014-02-13,2.22
380,2014-02-14,2.23
381,2014-02-17,2.25
382,2014-02-18,2.23
383,2014-02-19,2.23
384,2014-02-20,2.2
385,2014-02-21,2.19
386,2014-02-24,2.18
387,2014-02-25,2.22
388,2014-02-26,2.26
389,2014-02-27,2.24
390,2014-02-28,2.21
391,2014-03-03,2.22
392,2014-03-04,2.23
393,2014-03-05,2.23
394,2014-03-06,2.24
395,2014-03-07,2.27
396,2014-03-10,2.27
397,2014-03-11,2.29
398,2014-03-12,2.25
399,2014-03-13,2.26
400,2014-03-14,2.21
401,2014-03-17,2.26
402,2014-03-18,2.27
403,2014-03-19,2.27
404,2014-03-20,2.24
405,2014-03-21,2.24
406,2014-03-24,2.21
407,2014-03-25,2.22
408,2014-03-26,2.22
409,2014-03-27,2.19
410,2014-03-28,2.21
411,2014-03-31,2.2
412,2014-04-01,2.25
413,2014-04-02,2.28
414,2014-04-03,2.26
415,2014-04-04,2.25
416,2014-04-07,2.24
417,2014-04-08,2.25
418,2014-04-09,2.26
419,2014-04-10,2.27
420,2014-04-11,2.22
421,2014-04-14,2.24
422,2014-04-15,2.2
423,2014-04-16,2.19
424,2014-04-17,2.22
425,2014-04-18,2.24
426,2014-04-21,2.25
427,2014-04-22,2.23
428,2014-04-23,2.23
429,2014-04-24,2.24
430,2014-04-25,2.21
431,2014-04-28,2.25
432,2014-04-29,2.26
433,2014-04-30,2.28
434,2014-05-02,2.26
435,2014-05-07,2.25
436,2014-05-08,2.26
437,2014-05-09,2.29
438,2014-05-12,2.32
439,2014-05-13,2.32
440,2014-05-14,2.34
441,2014-05-15,2.35
442,2014-05-16,2.36
443,2014-05-19,2.38
444,2014-05-20,2.37
445,2014-05-21,2.31
446,2014-05-22,2.3
447,2014-05-23,2.3
448,2014-05-26,2.32
449,2014-05-27,2.32
450,2014-05-28,2.33
451,2014-05-29,2.36
452,2014-05-30,2.35
453,2014-06-02,2.32
454,2014-06-03,2.34
455,2014-06-05,2.34
456,2014-06-09,2.37
457,2014-06-10,2.34
458,2014-06-11,2.32
459,2014-06-12,2.28
460,2014-06-13,2.25
461,2014-06-16,2.19
462,2014-06-17,2.21
463,2014-06-18,2.21
464,2014-06-19,2.2
465,2014-06-20,2.15
466,2014-06-23,2.12
467,2014-06-24,2.15
468,2014-06-25,2.16
469,2014-06-26,2.17
470,2014-06-27,2.13
471,2014-06-30,2.12
472,2014-07-01,2.08
473,2014-07-02,2.07
474,2014-07-03,2.08
475,2014-07-04,2.12
476,2014-07-07,2.12
477,2014-07-08,2.12
478,2014-07-09,2.09
479,2014-07-10,2.04
480,2014-07-11,1.98
481,2014-07-14,1.99
482,2014-07-15,2
483,2014-07-16,1.99
484,2014-07-17,1.94
485,2014-07-18,1.94
486,2014-07-21,1.97
487,2014-07-22,1.98
488,2014-07-23,2
489,2014-07-24,1.94
490,2014-07-25,1.88
491,2014-07-28,1.89
492,2014-07-29,1.89
493,2014-07-30,1.93
494,2014-07-31,1.96
495,2014-08-01,1.98
496,2014-08-04,1.97
497,2014-08-05,1.96
498,2014-08-06,1.96
499,2014-08-07,1.91
500,2014-08-08,1.8
501,2014-08-11,1.84
502,2014-08-12,1.85
503,2014-08-13,1.85
504,2014-08-14,1.84
505,2014-08-18,1.91
506,2014-08-19,1.95
507,2014-08-20,1.91
508,2014-08-21,1.92
509,2014-08-22,1.97
510,2014-08-25,1.99
511,2014-08-26,2.02
512,2014-08-27,2.01
513,2014-08-28,1.99
514,2014-08-29,1.99
515,2014-09-01,2
516,2014-09-02,2.03
517,2014-09-03,2.02
518,2014-09-04,2.02
519,2014-09-05,2.02
520,2014-09-11,2
521,2014-09-12,1.96
522,2014-09-15,1.91
523,2014-09-16,1.95
524,2014-09-17,1.93
525,2014-09-18,1.91
526,2014-09-19,1.89
527,2014-09-22,1.89
528,2014-09-23,1.89
529,2014-09-24,1.87
530,2014-09-25,1.86
531,2014-09-26,1.85
532,2014-09-29,1.87
533,2014-09-30,1.89
534,2014-10-01,1.85
535,2014-10-02,1.79
536,2014-10-06,1.84
537,2014-10-07,1.78
538,2014-10-08,1.75
539,2014-10-10,1.7
540,2014-10-13,1.68
541,2014-10-14,1.72
542,2014-10-15,1.7
543,2014-10-16,1.65
544,2014-10-17,1.69
545,2014-10-20,1.67
546,2014-10-21,1.67
547,2014-10-22,1.69
548,2014-10-23,1.67
549,2014-10-24,1.7
550,2014-10-27,1.73
551,2014-10-28,1.7
552,2014-10-29,1.69
553,2014-10-30,1.71
554,2014-10-31,1.67
555,2014-11-03,1.62
556,2014-11-04,1.6
557,2014-11-05,1.63
558,2014-11-06,1.6
559,2014-11-07,1.6
560,2014-11-10,1.59
561,2014-11-11,1.57
562,2014-11-12,1.61
563,2014-11-13,1.59
564,2014-11-14,1.59
565,2014-11-17,1.56
566,2014-11-18,1.54
567,2014-11-19,1.56
568,2014-11-20,1.54
569,2014-11-21,1.55
570,2014-11-24,1.58
571,2014-11-25,1.57
572,2014-11-26,1.54
573,2014-11-27,1.54
574,2014-11-28,1.52
575,2014-12-01,1.48
576,2014-12-02,1.5
577,2014-12-03,1.51
578,2014-12-04,1.58
579,2014-12-05,1.53
580,2014-12-08,1.55
581,2014-12-09,1.61
582,2014-12-10,1.6
583,2014-12-11,1.64
584,2014-12-12,1.64
585,2014-12-15,1.61
586,2014-12-16,1.64
587,2014-12-17,1.63
588,2014-12-18,1.64
589,2014-12-19,1.68
590,2014-12-22,1.69
591,2014-12-23,1.72
592,2014-12-24,1.76
593,2014-12-26,1.79
594,2014-12-29,1.8
595,2014-12-30,1.81
596,2014-12-31,1.81
597,2015-01-02,1.77
598,2015-01-05,1.74
599,2015-01-06,1.72
600,2015-01-07,1.67
601,2015-01-08,1.73
602,2015-01-09,1.73
603,2015-01-12,1.69
604,2015-01-13,1.68
605,2015-01-14,1.71
606,2015-01-15,1.7
607,2015-01-16,1.71
608,2015-01-19,1.72
609,2015-01-20,1.75
610,2015-01-21,1.72
611,2015-01-22,1.74
612,2015-01-23,1.74
613,2015-01-26,1.72
614,2015-01-27,1.74
615,2015-01-28,1.74
616,2015-01-29,1.73
617,2015-01-30,1.76
618,2015-02-02,1.74
619,2015-02-03,1.75
620,2015-02-04,1.75
621,2015-02-05,1.74
622,2015-02-06,1.74
623,2015-02-09,1.75
624,2015-02-10,1.8
625,2015-02-11,1.8
626,2015-02-12,1.75
627,2015-02-13,1.72
628,2015-02-16,1.73
629,2015-02-17,1.72
630,2015-02-23,1.72
631,2015-02-24,1.71
632,2015-02-25,1.7
633,2015-02-26,1.72
634,2015-02-27,1.72
635,2015-03-02,1.7
636,2015-03-03,1.69
637,2015-03-04,1.69
638,2015-03-05,1.72
639,2015-03-06,1.69
640,2015-03-09,1.69
641,2015-03-10,1.69
642,2015-03-11,1.67
643,2015-03-12,1.6
644,2015-03-13,1.58
645,2015-03-16,1.56
646,2015-03-17,1.56
647,2015-03-18,1.56
648,2015-03-19,1.52
649,2015-03-20,1.49
650,2015-03-23,1.48
651,2015-03-24,1.5
652,2015-03-25,1.5
653,2015-03-26,1.52
654,2015-03-27,1.52
655,2015-03-30,1.53
656,2015-03-31,1.53
657,2015-04-01,1.5
658,2015-04-02,1.52
659,2015-04-03,1.53
660,2015-04-06,1.53
661,2015-04-07,1.51
662,2015-04-08,1.52
663,2015-04-09,1.52
664,2015-04-10,1.5
665,2015-04-13,1.5
666,2015-04-14,1.5
667,2015-04-15,1.45
668,2015-04-16,1.43
669,2015-04-17,1.41
670,2015-04-20,1.42
671,2015-04-21,1.43
672,2015-04-22,1.43
673,2015-04-23,1.47
674,2015-04-24,1.47
675,2015-04-27,1.48
676,2015-04-28,1.52
677,2015-04-29,1.5
678,2015-04-30,1.52
679,2015-05-04,1.56
680,2015-05-06,1.65
681,2015-05-07,1.58
682,2015-05-08,1.57
683,2015-05-11,1.55
684,2015-05-12,1.56
685,2015-05-13,1.54
686,2015-05-14,1.5
687,2015-05-15,1.49
688,2015-05-18,1.52
689,2015-05-19,1.5
690,2015-05-20,1.5
691,2015-05-21,1.5
692,2015-05-22,1.49
693,2015-05-26,1.5
694,2015-05-27,1.48
695,2015-05-28,1.5
696,2015-05-29,1.46
697,2015-06-01,1.42
698,2015-06-02,1.4
699,2015-06-03,1.4
700,2015-06-04,1.4
701,2015-06-05,1.36
702,2015-06-08,1.36
703,2015-06-09,1.32
704,2015-06-10,1.3
705,2015-06-11,1.33
706,2015-06-12,1.34
707,2015-06-15,1.33
708,2015-06-16,1.32
709,2015-06-17,1.28
710,2015-06-18,1.28
711,2015-06-19,1.24
712,2015-06-22,1.28
713,2015-06-23,1.27
714,2015-06-24,1.3
715,2015-06-25,1.3
716,2015-06-26,1.29
717,2015-06-29,1.23
718,2015-06-30,1.22
719,2015-07-01,1.26
720,2015-07-02,1.25
721,2015-07-03,1.26
722,2015-07-06,1.25
723,2015-07-07,1.26
724,2015-07-08,1.23
725,2015-07-09,1.21
726,2015-07-10,1.24
727,2015-07-13,1.28
728,2015-07-14,1.32
729,2015-07-15,1.3
730,2015-07-16,1.32
731,2015-07-17,1.31
732,2015-07-20,1.34
733,2015-07-21,1.36
734,2015-07-22,1.37
735,2015-07-23,1.39
736,2015-07-24,1.35
737,2015-07-27,1.3
738,2015-07-28,1.3
739,2015-07-29,1.33
740,2015-07-30,1.35
741,2015-07-31,1.37
742,2015-08-03,1.36
743,2015-08-04,1.38
744,2015-08-05,1.41
745,2015-08-06,1.41
746,2015-08-07,1.4
747,2015-08-10,1.37
748,2015-08-11,1.37
749,2015-08-12,1.34
750,2015-08-13,1.34
751,2015-08-17,1.4
752,2015-08-18,1.42
753,2015-08-19,1.41
754,2015-08-20,1.41
755,2015-08-21,1.4
756,2015-08-24,1.34
757,2015-08-25,1.35
758,2015-08-26,1.34
759,2015-08-27,1.32
760,2015-08-28,1.32
761,2015-08-31,1.36
762,2015-09-01,1.38
763,2015-09-02,1.37
764,2015-09-03,1.36
765,2015-09-04,1.35
766,2015-09-07,1.35
767,2015-09-08,1.36
768,2015-09-09,1.38
769,2015-09-10,1.37
770,2015-09-11,1.37
771,2015-09-14,1.36
772,2015-09-15,1.37
773,2015-09-16,1.38
774,2015-09-17,1.36
775,2015-09-18,1.33
776,2015-09-21,1.35
777,2015-09-22,1.35
778,2015-09-23,1.33
779,2015-09-24,1.31
780,2015-09-25,1.33
781,2015-09-30,1.3
782,2015-10-01,1.34
783,2015-10-02,1.36
784,2015-10-05,1.33
785,2015-10-06,1.36
786,2015-10-07,1.37
787,2015-10-08,1.38
788,2015-10-12,1.38
789,2015-10-13,1.38
790,2015-10-14,1.36
791,2015-10-15,1.32
792,2015-10-16,1.35
793,2015-10-19,1.34
794,2015-10-20,1.34
795,2015-10-21,1.35
796,2015-10-22,1.37
797,2015-10-23,1.38
798,2015-10-26,1.4
799,2015-10-27,1.41
800,2015-10-28,1.41
801,2015-10-29,1.44
802,2015-10-30,1.49
803,2015-11-02,1.49
804,2015-11-03,1.49
805,2015-11-04,1.52
806,2015-11-05,1.52
807,2015-11-06,1.52
808,2015-11-09,1.55
809,2015-11-10,1.53
810,2015-11-11,1.53
811,2015-11-12,1.57
812,2015-11-13,1.56
813,2015-11-16,1.49
814,2015-11-17,1.48
815,2015-11-18,1.48
816,2015-11-19,1.49
817,2015-11-20,1.5
818,2015-11-23,1.53
819,2015-11-24,1.55
820,2015-11-25,1.55
821,2015-11-26,1.58
822,2015-11-27,1.59
823,2015-11-30,1.58
824,2015-12-01,1.58
825,2015-12-02,1.58
826,2015-12-03,1.57
827,2015-12-04,1.57
828,2015-12-07,1.58
829,2015-12-08,1.57
830,2015-12-09,1.58
831,2015-12-10,1.59
832,2015-12-11,1.58
833,2015-12-14,1.57
834,2015-12-15,1.57
835,2015-12-16,1.55
836,2015-12-17,1.57
837,2015-12-18,1.56
838,2015-12-21,1.56
839,2015-12-22,1.57
840,2015-12-23,1.61
841,2015-12-24,1.64
842,2015-12-28,1.62
843,2015-12-29,1.64
844,2015-12-30,1.67
845,2015-12-31,1.65
846,2016-01-04,1.64
847,2016-01-05,1.62
848,2016-01-06,1.62
849,2016-01-07,1.57
850,2016-01-08,1.61
851,2016-01-11,1.61
852,2016-01-12,1.64
853,2016-01-13,1.65
854,2016-01-14,1.65
855,2016-01-15,1.64
856,2016-01-18,1.63
857,2016-01-19,1.65
858,2016-01-20,1.65
859,2016-01-21,1.63
860,2016-01-22,1.63
861,2016-01-25,1.63
862,2016-01-26,1.63
863,2016-01-27,1.63
864,2016-01-28,1.66
865,2016-01-29,1.61
866,2016-02-01,1.6
867,2016-02-02,1.61
868,2016-02-03,1.6
869,2016-02-04,1.61
870,2016-02-05,1.59
871,2016-02-11,1.56
872,2016-02-12,1.5
873,2016-02-15,1.53
874,2016-02-16,1.5
875,2016-02-17,1.45
876,2016-02-18,1.48
877,2016-02-19,1.49
878,2016-02-22,1.55
879,2016-02-23,1.55
880,2016-02-24,1.53
881,2016-02-25,1.53
882,2016-02-26,1.5
883,2016-02-29,1.52
884,2016-03-02,1.57
885,2016-03-03,1.61
886,2016-03-04,1.62
887,2016-03-07,1.64
888,2016-03-08,1.63
889,2016-03-09,1.64
890,2016-03-10,1.66
891,2016-03-11,1.66
892,2016-03-14,1.7
893,2016-03-15,1.7
894,2016-03-16,1.7
895,2016-03-17,1.67
896,2016-03-18,1.67
897,2016-03-21,1.65
898,2016-03-22,1.66
899,2016-03-23,1.68
900,2016-03-24,1.68
901,2016-03-25,1.69
902,2016-03-28,1.69
903,2016-03-29,1.68
904,2016-03-30,1.67
905,2016-03-31,1.66
906,2016-04-01,1.66
907,2016-04-04,1.66
908,2016-04-05,1.67
909,2016-04-06,1.66
910,2016-04-07,1.68
911,2016-04-08,1.67
912,2016-04-11,1.66
913,2016-04-12,1.65
914,2016-04-14,1.66
915,2016-04-15,1.67
916,2016-04-18,1.67
917,2016-04-19,1.67
918,2016-04-20,1.67
919,2016-04-21,1.68
920,2016-04-22,1.68
921,2016-04-25,1.68
922,2016-04-26,1.67
923,2016-04-27,1.65
924,2016-04-28,1.63
925,2016-04-29,1.58
926,2016-05-02,1.6
927,2016-05-03,1.6
928,2016-05-04,1.57
929,2016-05-09,1.56
930,2016-05-10,1.57
931,2016-05-11,1.54
932,2016-05-12,1.53
933,2016-05-13,1.57
934,2016-05-16,1.58
935,2016-05-17,1.59
936,2016-05-18,1.61
937,2016-05-19,1.62
938,2016-05-20,1.62
939,2016-05-23,1.62
940,2016-05-24,1.62
941,2016-05-25,1.62
942,2016-05-26,1.62
943,2016-05-27,1.62
944,2016-05-30,1.63
945,2016-05-31,1.63
946,2016-06-01,1.58
947,2016-06-02,1.59
948,2016-06-03,1.59
949,2016-06-07,1.56
950,2016-06-08,1.55
951,2016-06-09,1.48
952,2016-06-10,1.47
953,2016-06-13,1.46
954,2016-06-14,1.46
955,2016-06-15,1.47
956,2016-06-16,1.46
957,2016-06-17,1.45
958,2016-06-20,1.48
959,2016-06-21,1.48
960,2016-06-22,1.47
961,2016-06-23,1.46
962,2016-06-24,1.32
963,2016-06-27,1.31
964,2016-06-28,1.31
965,2016-06-29,1.32
966,2016-06-30,1.32
967,2016-07-01,1.32
968,2016-07-04,1.32
969,2016-07-05,1.34
970,2016-07-06,1.35
971,2016-07-07,1.34
972,2016-07-08,1.34
973,2016-07-11,1.35
974,2016-07-12,1.4
975,2016-07-13,1.4
976,2016-07-14,1.41
977,2016-07-15,1.41
978,2016-07-18,1.42
979,2016-07-19,1.41
980,2016-07-20,1.45
981,2016-07-21,1.45
982,2016-07-22,1.44
983,2016-07-25,1.45
984,2016-07-26,1.44
985,2016-07-27,1.44
986,2016-07-28,1.44
987,2016-07-29,1.45
988,2016-08-01,1.46
989,2016-08-02,1.47
990,2016-08-03,1.48
991,2016-08-04,1.49
992,2016-08-05,1.49
993,2016-08-08,1.51
994,2016-08-09,1.52
995,2016-08-10,1.53
996,2016-08-11,1.52
997,2016-08-12,1.5
998,2016-08-16,1.45
999,2016-08-17,1.47
1000,2016-08-18,1.48
1001,2016-08-19,1.48
1002,2016-08-22,1.51
1003,2016-08-23,1.51
1004,2016-08-24,1.5
1005,2016-08-25,1.47
1006,2016-08-26,1.47
1007,2016-08-29,1.46
1008,2016-08-30,1.45
1009,2016-08-31,1.45
1010,2016-09-01,1.47
1011,2016-09-02,1.47
1012,2016-09-05,1.46
1013,2016-09-06,1.46
1014,2016-09-07,1.45
1015,2016-09-08,1.47
1016,2016-09-09,1.49
1017,2016-09-12,1.5
1018,2016-09-13,1.48
1019,2016-09-19,1.48
1020,2016-09-20,1.48
1021,2016-09-21,1.49
1022,2016-09-22,1.51
1023,2016-09-23,1.5
1024,2016-09-26,1.5
1025,2016-09-27,1.5
1026,2016-09-28,1.5
1027,2016-09-29,1.48
1028,2016-09-30,1.47
1029,2016-10-04,1.46
1030,2016-10-05,1.48
1031,2016-10-06,1.48
1032,2016-10-07,1.47
1033,2016-10-10,1.46
1034,2016-10-11,1.48
1035,2016-10-12,1.48
1036,2016-10-13,1.46
1037,2016-10-14,1.47
1038,2016-10-17,1.47
1039,2016-10-18,1.46
1040,2016-10-19,1.46
1041,2016-10-20,1.46
1042,2016-10-21,1.46
1043,2016-10-24,1.45
1044,2016-10-25,1.45
1045,2016-10-26,1.43
1046,2016-10-27,1.41
1047,2016-10-28,1.39
1048,2016-10-31,1.38
1049,2016-11-01,1.4
1050,2016-11-02,1.37
1051,2016-11-03,1.35
1052,2016-11-04,1.34
1053,2016-11-07,1.34
1054,2016-11-08,1.33
1055,2016-11-09,1.26
1056,2016-11-10,1.3
1057,2016-11-11,1.29
1058,2016-11-14,1.34
1059,2016-11-15,1.33
1060,2016-11-16,1.31
1061,2016-11-17,1.27
1062,2016-11-18,1.24
1063,2016-11-21,1.23
1064,2016-11-22,1.26
1065,2016-11-23,1.29
1066,2016-11-24,1.29
1067,2016-11-25,1.35
1068,2016-11-28,1.27
1069,2016-11-29,1.29
